passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",84,Nemanja,,Mati\u0107,1611,1988-08-01,194,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",70122,left,N. Mati\u0107,17322,Nemanja Matić,Nemanja Matić,Nemanja Matić,rs SRB,MF,Manchester Utd,28,1988,34.6,2299.0,2647.0,86.9,40993.0,11705.0,974.0,1068.0,91.2,959.0,1042.0,92.0,269.0,356.0,75.6,1,1.6,2.2,-0.6,24.0,220.0,23.0,1.0,237.0,70.0,32.4,32.0,34.0,4.0,23.0,71.0,48.0,50.0,13.0,37.0,64.0,134.0,62.0,2.0,Matches,2647.0,2526.0,107.0,92.0,4.0,47.0,18.0,14.0,1.0,0.0,0.0,0.0,2299.0,14.0,41.0,6,0,0.0,33,22.0,2.0,18.0,64.0,42.0,0.0,0.0,0.0,317.0,56.0,27.0,67.5,England
"{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",72,Ramadan,,Sobhi,1673,1997-01-23,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Egypt', 'id': '818', 'alpha3code': 'EGY', 'alpha2code': 'EG'}",332605,right,Ramadan Sobhi,16129,Ramadan Sobhi,Ramadan Sobhi,Ramadan Sobhi,eg EGY,"MF,FW",Stoke City,20,1997,13.8,340.0,452.0,75.2,4533.0,1308.0,206.0,250.0,82.4,99.0,130.0,76.2,11.0,19.0,57.9,0,1.0,1.1,-1.0,15.0,19.0,15.0,2.0,38.0,32.0,30.6,17.0,14.0,1.0,11.0,36.0,25.0,14.0,0.0,14.0,14.0,46.0,14.0,0.0,Matches,452.0,433.0,18.0,2.0,1.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,340.0,1.0,15.0,2,0,0.0,14,13.0,3.0,16.0,14.0,21.0,0.0,0.0,0.0,90.0,11.0,16.0,40.7,England
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",78,Cheikhou,,Kouyat\u00e9,1628,1989-12-21,193,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",37725,right,C. Kouyat\u00e9,19314,Cheikhou Kouyaté,Cheikhou Kouyaté,Cheikhou Kouyaté,sn SEN,MF,West Ham,27,1989,31.1,734.0,982.0,74.7,10437.0,2762.0,423.0,521.0,81.2,240.0,315.0,76.2,33.0,66.0,50.0,3,1.1,0.6,1.9,16.0,56.0,7.0,3.0,66.0,71.0,37.1,43.0,26.0,2.0,23.0,62.0,39.0,31.0,11.0,20.0,32.0,103.0,56.0,1.0,Matches,982.0,967.0,12.0,4.0,5.0,1.0,17.0,7.0,0.0,0.0,0.0,0.0,734.0,3.0,25.0,5,0,0.0,45,41.0,6.0,17.0,32.0,49.0,0.0,1.0,0.0,188.0,119.0,108.0,52.4,England
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",68,Kevin,,De Bruyne,1625,1991-06-28,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",38021,right,K. De Bruyne,5629,Kevin De Bruyne,Kevin De Bruyne,Kevin De Bruyne,be BEL,MF,Manchester City,26,1991,34.1,2351.0,3008.0,78.2,39772.0,11181.0,1154.0,1322.0,87.3,885.0,1090.0,81.2,221.0,376.0,58.8,16,11.1,11.7,4.9,105.0,258.0,119.0,11.0,388.0,62.0,28.8,23.0,25.0,14.0,23.0,80.0,57.0,45.0,2.0,43.0,25.0,87.0,14.0,2.0,Matches,3008.0,2707.0,279.0,68.0,41.0,44.0,248.0,45.0,151.0,12.0,71.0,2.0,2351.0,22.0,67.0,2,0,0.0,30,33.0,2.0,248.0,25.0,43.0,1.0,0.0,0.0,207.0,14.0,16.0,46.7,England
"{'name': 'Jamaica', 'id': '388', 'alpha3code': 'JAM', 'alpha2code': 'JM'}",83,Ruben,,Loftus-Cheek,1610,1996-01-23,191,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",235555,right,R. Loftus-Cheek,2413,Ruben Loftus-Cheek,Ruben Loftus-Cheek,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,21,1996,20.8,603.0,745.0,80.9,8326.0,2630.0,364.0,424.0,85.8,168.0,199.0,84.4,31.0,47.0,66.0,3,3.2,2.6,-0.2,25.0,64.0,25.0,2.0,106.0,21.0,23.3,7.0,13.0,1.0,7.0,30.0,23.0,19.0,2.0,17.0,22.0,43.0,31.0,0.0,Matches,745.0,725.0,14.0,2.0,1.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,603.0,6.0,24.0,1,0,0.0,17,62.0,3.0,12.0,22.0,15.0,1.0,0.0,0.0,130.0,32.0,55.0,36.8,England
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",88,Vincent,,Janssen,4487,1994-06-15,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",269676,left,V. Janssen,null,Vincent Janssen,Vincent Janssen,Vincent Janssen,nl NED,DF,Tottenham,23,1994,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,England
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",83,\u0141ukasz,,Fabia\u0144ski,1633,1985-04-18,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",7847,right,\u0141. Fabia\u0144ski,13869,Łukasz Fabiański,Łukasz Fabiański,Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38.0,752.0,1276.0,58.9,28523.0,23783.0,70.0,70.0,100.0,257.0,262.0,98.1,423.0,936.0,45.2,0,0.0,0.1,0.0,1.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,Matches,1276.0,804.0,468.0,110.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,4.0,2.0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,3.0,82.4,England
"{'name': 'Reunion', 'id': '638', 'alpha3code': 'REU', 'alpha2code': 'RE'}",74,Francis,,Coquelin,674,1991-05-13,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",7864,right,F. Coquelin,null,Francis Coquelin,Francis Coquelin,Francis Coquelin,fr FRA,"MF,DF",Arsenal,26,1991,1.9,79.0,96.0,82.3,1304.0,405.0,41.0,47.0,87.2,24.0,29.0,82.8,11.0,14.0,78.6,0,0.6,0.0,-0.6,1.0,8.0,1.0,0.0,11.0,5.0,33.3,2.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,8.0,2.0,0.0,Matches,96.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,2.0,0,0,0.0,2,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,11.0,2.0,2.0,50.0,England
"{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",86,Gary ,,Cahill,1610,1985-12-19,193,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",7887,right,G. Cahill,2413,Gary  Cahill,Gary Cahill,Gary Cahill,eng ENG,DF,Chelsea,31,1985,23.2,1194.0,1347.0,88.6,21241.0,8087.0,458.0,492.0,93.1,615.0,673.0,91.4,91.0,133.0,68.4,0,0.1,0.2,-0.1,3.0,71.0,1.0,0.0,69.0,29.0,47.6,15.0,9.0,5.0,10.0,21.0,11.0,21.0,14.0,7.0,27.0,56.0,127.0,1.0,Matches,1347.0,1304.0,36.0,26.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,1194.0,7.0,5.0,1,1,0.0,17,17.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,103.0,91.0,30.0,75.2,England
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",82,Marko,,Gruji\u0107,1612,1996-04-13,191,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",237268,right,M. Gruji\u0107,17322,Marko Grujić,Marko Grujić,Marko Grujić,rs SRB,"MF,DF",Liverpool,21,1996,0.2,11.0,14.0,78.6,189.0,75.0,4.0,6.0,66.7,7.0,7.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,England
"{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",71,Phil,,Jones,1611,1992-02-21,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",7918,right,P. Jones,2413,Phil Jones,Phil Jones,Phil Jones,eng ENG,DF,Manchester Utd,25,1992,21.9,991.0,1090.0,90.9,18639.0,5304.0,313.0,336.0,93.2,546.0,576.0,94.8,99.0,135.0,73.3,0,0.1,0.1,-0.1,2.0,37.0,1.0,0.0,45.0,25.0,45.0,20.0,5.0,0.0,9.0,20.0,11.0,25.0,17.0,8.0,41.0,66.0,133.0,2.0,Matches,1090.0,1074.0,14.0,11.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,991.0,2.0,6.0,2,0,0.0,10,24.0,0.0,2.0,41.0,18.0,0.0,0.0,1.0,134.0,53.0,22.0,70.7,England
"{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",65,Jesse,,Lingard,1611,1992-12-15,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",7934,right,J. Lingard,2413,Jesse Lingard,Jesse Lingard,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,24,1992,20.2,841.0,996.0,84.4,10354.0,2219.0,493.0,546.0,90.3,198.0,234.0,84.6,33.0,61.0,54.1,5,2.8,2.6,2.2,26.0,68.0,19.0,1.0,75.0,30.0,18.5,10.0,13.0,7.0,5.0,27.0,22.0,18.0,3.0,15.0,9.0,39.0,13.0,0.0,Matches,996.0,928.0,66.0,7.0,8.0,1.0,46.0,16.0,24.0,4.0,13.0,0.0,841.0,2.0,21.0,2,0,0.0,34,36.0,4.0,46.0,9.0,21.0,0.0,0.0,0.0,84.0,5.0,25.0,16.7,England
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",84,Paul,,Pogba,1611,1993-03-15,191,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",7936,right,P. Pogba,4418,Paul Pogba,Paul Pogba,Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,23.9,1476.0,1763.0,83.7,23981.0,7902.0,722.0,788.0,91.6,475.0,561.0,84.7,166.0,246.0,67.5,10,4.5,4.6,5.5,39.0,181.0,49.0,3.0,250.0,33.0,15.2,13.0,15.0,5.0,5.0,33.0,28.0,16.0,0.0,16.0,21.0,54.0,26.0,0.0,Matches,1763.0,1727.0,27.0,22.0,15.0,43.0,28.0,5.0,0.0,0.0,0.0,0.0,1476.0,9.0,19.0,5,1,0.0,44,51.0,3.0,28.0,21.0,23.0,0.0,0.0,0.0,161.0,49.0,29.0,62.8,England
"{'name': 'Jamaica', 'id': '388', 'alpha3code': 'JAM', 'alpha2code': 'JM'}",65,Ashley ,,Young,1611,1985-07-09,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",7939,right,A. Young,2413,Ashley  Young,Ashley Young,Ashley Young,eng ENG,DF,Manchester Utd,32,1985,27.1,1285.0,1683.0,76.4,20718.0,7834.0,703.0,772.0,91.1,379.0,494.0,76.7,145.0,293.0,49.5,4,3.6,4.2,0.4,26.0,117.0,36.0,24.0,103.0,53.0,38.3,30.0,17.0,6.0,18.0,47.0,29.0,24.0,5.0,19.0,57.0,110.0,86.0,1.0,Matches,1683.0,1348.0,323.0,34.0,2.0,14.0,121.0,265.0,24.0,18.0,4.0,0.0,1285.0,12.0,42.0,7,0,0.0,29,35.0,1.0,121.0,57.0,32.0,0.0,0.0,0.0,168.0,19.0,21.0,47.5,England
"{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",95,Jack,,Butland,1639,1993-03-10,196,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",8094,right,J. Butland,2413,Jack Butland,Jack Butland,Jack Butland,eng ENG,GK,Stoke City,24,1993,35.0,643.0,1283.0,50.1,28682.0,25851.0,35.0,36.0,97.2,163.0,173.0,94.2,444.0,1062.0,41.8,0,0.0,0.1,0.0,1.0,54.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,26.0,1.0,Matches,1283.0,765.0,507.0,169.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,11.0,1.0,0,0,0.0,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,55.0,6.0,0.0,100.0,England
