passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,Lorenzo,,Pellegrini,3158,1996-06-19,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",328333,right,L. Pellegrini,3757,Lorenzo Pellegrini,Lorenzo Pellegrini,Lorenzo Pellegrini,it ITA,MF,Roma,21.0,1996.0,20.0,787.0,1016.0,77.5,12942.0,4049.0,382.0,449.0,85.1,289.0,356.0,81.2,79.0,135.0,58.5,2,4.1,3.8,-2.1,45.0,103.0,23.0,7.0,123.0,36.0,28.6,16.0,11.0,9.0,10.0,35.0,25.0,21.0,2.0,19.0,41.0,77.0,21.0,1.0,Matches,1016.0,951.0,60.0,11.0,6.0,4.0,80.0,7.0,41.0,17.0,16.0,0.0,787.0,5.0,27.0,2,1,0.0,26,32.0,2.0,80.0,41.0,20.0,0.0,0.0,0.0,118.0,27.0,23.0,54.0,Italy
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",83,\u0141ukasz,,Skorupski,3158,1991-05-05,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99430,right,\u0141. Skorupski,null,Łukasz Skorupski,Łukasz Skorupski,Łukasz Skorupski,pl POL,GK,Roma,26.0,1991.0,1.0,30.0,37.0,81.1,872.0,653.0,3.0,3.0,100.0,17.0,18.0,94.4,10.0,16.0,62.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,37.0,29.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Italy
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",78,Arkadiusz,,Milik,3187,1994-02-28,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99452,left,A. Milik,13869,Arkadiusz Milik,Arkadiusz Milik,Arkadiusz Milik,pl POL,"FW,MF",Napoli,23.0,1994.0,5.0,115.0,149.0,77.2,1405.0,211.0,57.0,76.0,75.0,31.0,38.0,81.6,4.0,7.0,57.1,1,0.7,0.4,0.3,7.0,6.0,5.0,0.0,12.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,1.0,3.0,4.0,0.0,Matches,149.0,141.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,6.0,2,0,0.0,8,7.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0,4.0,17.0,19.0,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Gianluca,,Pegolo,3315,1981-03-25,183,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20771,left,G. Pegolo,null,Gianluca Pegolo,Gianluca Pegolo,Gianluca Pegolo,it ITA,GK,Sassuolo,36.0,1981.0,1.2,17.0,39.0,43.6,499.0,345.0,0.0,0.0,,9.0,9.0,100.0,8.0,30.0,26.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,39.0,22.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Italy
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",72,Mariusz,,St\u0119pi\u0144ski,3165,1995-05-12,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99511,right,M. St\u0119pi\u0144ski,null,Mariusz Stępiński,Mariusz Stępiński,Mariusz Stępiński,pl POL,FW,Chievo,22.0,1995.0,7.9,112.0,155.0,72.3,1297.0,181.0,63.0,79.0,79.7,30.0,40.0,75.0,3.0,9.0,33.3,0,0.7,0.3,-0.7,7.0,2.0,1.0,0.0,5.0,9.0,20.0,4.0,4.0,1.0,2.0,10.0,8.0,5.0,1.0,4.0,4.0,13.0,5.0,0.0,Matches,155.0,148.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,112.0,1.0,4.0,1,0,0.0,22,14.0,8.0,1.0,4.0,5.0,0.0,0.0,0.0,27.0,15.0,40.0,27.3,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Francesco,,Vicari,3204,1994-08-03,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",263432,right,F. Vicari,null,Francesco Vicari,Francesco Vicari,Francesco Vicari,it ITA,DF,SPAL,22.0,1994.0,31.7,1012.0,1165.0,86.9,22191.0,9678.0,271.0,287.0,94.4,552.0,589.0,93.7,183.0,272.0,67.3,0,0.5,0.8,-0.5,2.0,68.0,7.0,0.0,82.0,38.0,53.8,25.0,13.0,0.0,21.0,39.0,18.0,33.0,27.0,6.0,45.0,83.0,210.0,1.0,Matches,1165.0,1112.0,47.0,46.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1012.0,6.0,4.0,10,1,0.0,23,25.0,0.0,0.0,45.0,22.0,0.0,2.0,2.0,104.0,43.0,28.0,60.6,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",70,Alex,,Ferrari,3194,1994-07-01,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",263433,right,A. Ferrari,null,Alex Ferrari,Alex Ferrari,Alex Ferrari,it ITA,DF,Hellas Verona,23.0,1994.0,23.7,759.0,1026.0,74.0,13228.0,5760.0,346.0,412.0,84.0,324.0,402.0,80.6,70.0,146.0,47.9,0,0.2,0.3,-0.2,5.0,53.0,6.0,2.0,61.0,73.0,53.7,42.0,23.0,8.0,36.0,67.0,31.0,41.0,15.0,26.0,47.0,120.0,117.0,4.0,Matches,1026.0,834.0,189.0,37.0,0.0,7.0,18.0,152.0,0.0,0.0,0.0,0.0,759.0,3.0,34.0,5,0,0.0,19,25.0,0.0,18.0,47.0,54.0,0.0,0.0,0.0,115.0,52.0,41.0,55.9,Italy
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",76,Cheick,,Keita,3166,1996-04-16,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",361779,left,C. Keita,19001,Cheick Keita,Cheick Keita,Cheick Keita,ml MLI,DF,Bologna,21.0,1996.0,1.4,29.0,33.0,87.9,353.0,86.0,23.0,25.0,92.0,6.0,7.0,85.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.3,1.0,1.0,0.0,1.0,3.0,2.0,5.0,0.0,5.0,2.0,4.0,1.0,0.0,Matches,33.0,26.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0,0,0.0,6,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,2.0,3.0,40.0,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",85,Alessandro,,Deiola,3173,1995-08-01,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",263591,right,A. Deiola,null,Alessandro Deiola,Alessandro Deiola,Alessandro Deiola,it ITA,MF,Cagliari,21.0,1995.0,5.0,105.0,153.0,68.6,1510.0,413.0,64.0,84.0,76.2,30.0,45.0,66.7,7.0,15.0,46.7,0,0.2,0.2,-0.2,2.0,7.0,3.0,2.0,13.0,9.0,46.2,5.0,3.0,1.0,6.0,13.0,7.0,8.0,0.0,8.0,4.0,13.0,12.0,0.0,Matches,153.0,147.0,5.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,105.0,1.0,3.0,3,0,0.0,7,2.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,32.0,2.0,8.0,20.0,Italy
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",77,Bartosz,,Bereszy\u0144ski,3164,1992-07-12,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99833,right,B. Bereszy\u0144ski,13869,Bartosz Bereszyński,Bartosz Bereszyński,Bartosz Bereszyński,pl POL,DF,Sampdoria,25.0,1992.0,27.6,1271.0,1606.0,79.1,20496.0,7823.0,649.0,726.0,89.4,485.0,601.0,80.7,107.0,199.0,53.8,1,1.0,1.0,0.0,12.0,99.0,16.0,8.0,118.0,63.0,58.5,30.0,28.0,5.0,31.0,53.0,22.0,33.0,8.0,25.0,30.0,93.0,98.0,2.0,Matches,1606.0,1302.0,303.0,21.0,0.0,1.0,61.0,282.0,0.0,0.0,0.0,0.0,1271.0,1.0,56.0,5,0,0.0,26,27.0,0.0,61.0,30.0,47.0,0.0,1.0,0.0,154.0,26.0,23.0,53.1,Italy
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",75,Piotr,,Zieli\u0144ski,3187,1994-05-20,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99902,right,P. Zieli\u0144ski,13869,Piotr Zieliński,Piotr Zieliński,Piotr Zieliński,pl POL,"MF,FW",Napoli,23.0,1994.0,18.5,1136.0,1312.0,86.6,14993.0,3821.0,736.0,799.0,92.1,259.0,296.0,87.5,56.0,78.0,71.8,1,2.7,1.9,-1.7,36.0,120.0,25.0,1.0,149.0,31.0,37.5,7.0,21.0,3.0,9.0,24.0,15.0,32.0,3.0,29.0,13.0,44.0,19.0,1.0,Matches,1312.0,1293.0,10.0,6.0,4.0,6.0,14.0,4.0,0.0,0.0,0.0,0.0,1136.0,9.0,29.0,3,0,0.0,13,26.0,2.0,14.0,13.0,19.0,1.0,0.0,0.0,101.0,7.0,29.0,19.4,Italy
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",80,Timothy,,Castagne,3172,1995-12-05,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",263803,right,T. Castagne,null,Timothy Castagne,Timothy Castagne,Timothy Castagne,be BEL,DF,Atalanta,21.0,1995.0,16.7,780.0,968.0,80.6,11151.0,3558.0,468.0,525.0,89.1,258.0,332.0,77.7,31.0,55.0,56.4,1,2.2,2.4,-1.2,15.0,44.0,19.0,6.0,58.0,54.0,48.1,32.0,14.0,8.0,13.0,27.0,14.0,25.0,4.0,21.0,26.0,80.0,48.0,0.0,Matches,968.0,821.0,146.0,5.0,0.0,5.0,33.0,141.0,0.0,0.0,0.0,0.0,780.0,1.0,23.0,4,0,0.0,25,15.0,0.0,33.0,26.0,37.0,0.0,0.0,0.0,86.0,12.0,28.0,30.0,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,Pierluigi,,Gollini,3172,1995-03-18,188,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",264084,right,P. Gollini,null,Pierluigi Gollini,Pierluigi Gollini,Pierluigi Gollini,it ITA,GK,Atalanta,22.0,1995.0,6.9,164.0,196.0,83.7,4788.0,3380.0,17.0,17.0,100.0,82.0,82.0,100.0,65.0,96.0,67.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,196.0,130.0,65.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,1.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,100.0,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",70,Enrico,,Bearzotti,3194,1996-10-20,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",388099,right,E. Bearzotti,null,Enrico Bearzotti,Enrico Bearzotti,Enrico Bearzotti,it ITA,"DF,FW",Hellas Verona,20.0,1996.0,4.6,132.0,177.0,74.6,2304.0,1043.0,56.0,63.0,88.9,63.0,76.0,82.9,10.0,28.0,35.7,0,0.0,0.0,0.0,1.0,11.0,1.0,1.0,16.0,3.0,25.0,2.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,7.0,18.0,0.0,Matches,177.0,146.0,30.0,2.0,0.0,2.0,14.0,28.0,0.0,0.0,0.0,0.0,132.0,1.0,6.0,0,0,0.0,2,2.0,0.0,14.0,4.0,2.0,0.0,1.0,0.0,17.0,2.0,5.0,28.6,Italy
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",90,Emiliano,,Viviano,3164,1985-12-01,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20802,left,E. Viviano,null,Emiliano Viviano,Emiliano Viviano,Emiliano Viviano,it ITA,GK,Sampdoria,31.0,1985.0,27.0,584.0,862.0,67.7,19197.0,15361.0,78.0,80.0,97.5,240.0,240.0,100.0,264.0,536.0,49.3,0,0.0,0.1,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,4.0,Matches,862.0,541.0,317.0,91.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,4.0,0.0,2,0,0.0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,45.0,3.0,1.0,75.0,Italy
