passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",88,Emil,,Berggreen,2460,1993-05-10,194,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",230687,right,E. Berggreen,null,Emil Berggreen,Emil Berggreen,Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,7.4,102,165,61.8,1170,181,69,107,64.5,23,34,67.6,0,2,0.0,2,0.9,0.3,1.1,7,6,0,0,11,2,25.0,0,0,2,1,4,3,7,1,6,1,3,10,0,Matches,165,162,2,0,0,0,2,0,0,0,0,0,102,1,7,2,0,0.0,21,5,2,2,1,2,0,0,0,16,45,45,50.0,Germany
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",81,Rafa\u0142,,Gikiewicz,2453,1987-10-26,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99749,right,R. Gikiewicz,null,Rafał Gikiewicz,Rafał Gikiewicz,Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,1.7,43,75,57.3,2171,1948,1,2,50.0,7,8,87.5,35,65,53.8,0,0.0,0.0,0.0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,75,46,29,6,0,0,0,0,0,0,0,0,43,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,Germany
"{'name': 'Afghanistan', 'id': '4', 'alpha3code': 'AFG', 'alpha2code': 'AF'}",73,Nadiem,,Amiri,2482,1996-10-27,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",263614,right,N. Amiri,3155,Nadiem Amiri,Nadiem Amiri,Nadiem Amiri,de GER,MF,Hoffenheim,20,1996,19.4,658,851,77.3,10737,2859,327,390,83.8,253,301,84.1,53,106,50.0,3,3.4,3.0,-0.4,30,71,21,3,89,39,45.2,13,21,5,19,42,23,33,4,29,17,56,7,0,Matches,851,801,41,17,2,2,49,10,14,8,2,0,658,9,29,4,0,0.0,42,38,3,49,17,26,0,0,0,106,6,14,30.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",79,Dominik,,Kohr,2446,1994-01-31,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",165425,right,D. Kohr,null,Dominik Kohr,Dominik Kohr,Dominik Kohr,de GER,MF,Leverkusen,23,1994,18.5,780,946,82.5,13086,3718,390,447,87.2,304,355,85.6,71,103,68.9,1,1.3,2.0,-0.3,18,82,12,0,116,49,61.0,20,25,4,25,41,16,39,5,34,30,79,24,0,Matches,946,912,31,30,4,9,3,1,0,0,0,0,780,3,25,9,1,1.0,45,23,1,3,30,26,0,0,0,86,22,36,37.9,Germany
"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",71,Viktor,,Fischer,7452,1994-06-09,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1722,right,V. Fischer,7712,Viktor Fischer,Viktor Fischer,Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,3.7,81,108,75.0,1376,321,39,47,83.0,30,39,76.9,9,11,81.8,0,0.6,0.6,-0.6,5,9,4,1,11,4,40.0,2,1,1,2,5,3,2,0,2,3,7,2,0,Matches,108,104,4,1,0,2,5,0,3,0,1,0,81,0,6,1,0,0.0,4,2,3,5,3,4,0,0,0,21,2,8,20.0,Germany
"{'name': 'Cura\\u00e7ao', 'id': '531', 'alpha3code': 'CUW', 'alpha2code': 'CW'}",74,Riechedly,,Bazoer,2451,1996-10-12,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1729,right,R. Bazoer,670,Riechedly Bazoer,Riechedly Bazoer,Riechedly Bazoer,nl NED,MF,Wolfsburg,20,1996,6.6,212,251,84.5,4065,734,82,93,88.2,95,105,90.5,30,44,68.2,0,0.2,0.4,-0.2,3,19,1,1,13,8,50.0,5,2,1,2,4,2,2,1,1,8,16,4,1,Matches,251,248,3,3,0,4,3,0,0,0,0,0,212,0,2,2,0,0.0,11,13,2,3,8,7,1,0,0,21,2,9,18.2,Germany
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,Kingsley,,Coman,2444,1996-06-13,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",231139,right,K. Coman,null,Kingsley Coman,Kingsley Coman,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,12.8,486,612,79.4,8391,1458,222,253,87.7,227,280,81.1,31,58,53.4,3,3.6,4.5,-0.6,22,26,22,6,60,11,50.0,2,6,3,5,10,5,6,0,6,7,18,1,0,Matches,612,604,7,0,1,6,57,7,0,0,0,0,486,1,16,0,0,0.0,7,20,2,57,7,10,1,0,0,62,15,11,57.7,Germany
"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",83,Joel,,Pohjanpalo,2446,1994-09-13,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",35477,right,J. Pohjanpalo,4849,Joel Pohjanpalo,Joel Pohjanpalo,Joel Pohjanpalo,fi FIN,"MF,FW",Leverkusen,22,1994,1.3,12,20,60.0,165,24,9,13,69.2,3,6,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,0,0.0,0,0,0,0,2,2,1,1,0,0,0,2,0,Matches,20,17,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4,3,6,33.3,Germany
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",85,Manuel,,Akanji,2447,1995-07-19,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",297957,right,M. Akanji,6697,Manuel Akanji,Manuel Akanji,Manuel Akanji,ch SUI,DF,Dortmund,22,1995,10.0,527,618,85.3,10053,3443,174,195,89.2,303,332,91.3,43,77,55.8,0,0.1,0.5,-0.1,1,43,4,0,47,22,88.2,14,8,0,15,17,2,11,4,7,7,29,43,2,Matches,618,584,34,14,0,8,1,20,0,0,0,0,527,0,3,2,0,0.0,9,4,0,1,7,15,0,0,0,35,14,15,48.3,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",97,Niklas,,S\u00fcle,2444,1995-09-03,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",134383,right,N. S\u00fcle,3148,Niklas Süle,Niklas Süle,Niklas Süle,de GER,DF,Bayern Munich,21,1995,21.4,1497,1621,92.4,31576,10864,378,402,94.0,905,945,95.8,206,261,78.9,1,0.8,1.3,0.2,5,133,7,0,113,34,77.4,25,7,2,24,31,7,24,16,8,33,67,58,0,Matches,1621,1581,39,35,2,19,5,4,0,0,0,0,1497,1,3,1,0,0.0,16,11,0,5,33,25,0,2,3,108,43,28,60.6,Germany
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",73,Nuri,,\u015eahin,2447,1988-09-05,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",3320,left,N. \u015eahin,null,Nuri Şahin,Nuri Şahin,Nuri Şahin,tr TUR,MF,Dortmund,28,1988,13.6,922,1106,83.4,15910,5473,418,466,89.7,404,452,89.4,77,146,52.7,2,3.2,2.7,-1.2,22,137,27,4,147,40,38.5,9,28,3,15,39,24,12,0,12,20,60,29,1,Matches,1106,1044,58,49,2,2,24,3,6,6,0,0,922,4,9,2,0,0.0,21,20,0,24,20,34,0,0,0,72,32,22,59.3,Germany
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",75,Jonathan ,,de Guzm\u00e1n,2462,1987-09-13,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Canada', 'id': '124', 'alpha3code': 'CAN', 'alpha2code': 'CA'}",3535,right,J. de Guzm\u00e1n,null,Jonathan  de Guzmán,Jonathan de Guzmán,Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,29,1987,12.1,490,650,75.4,8719,3049,227,260,87.3,184,224,82.1,59,129,45.7,3,1.3,2.1,1.7,19,58,15,5,83,16,37.5,8,8,0,6,16,10,13,0,13,13,29,12,0,Matches,650,567,80,34,0,6,73,1,45,20,23,0,490,3,11,2,0,0.0,16,12,0,73,13,16,0,0,0,72,11,12,47.8,Germany
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",73,Andrej,,Kramari\u0107,2482,1991-06-19,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",69411,right,A. Kramari\u0107,9598,Andrej Kramarić,Andrej Kramarić,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,26,1991,24.8,687,945,72.7,11446,3377,328,379,86.5,234,305,76.7,81,179,45.3,6,6.0,7.1,0.0,52,70,42,13,114,8,37.5,4,3,1,3,8,5,15,0,15,6,14,7,0,Matches,945,827,111,25,3,8,139,14,63,25,30,0,687,7,29,1,0,0.0,10,28,12,139,6,6,0,0,0,65,6,18,25.0,Germany
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",78,Ante,,Rebi\u0107,2462,1993-09-21,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",69616,right,A. Rebi\u0107,9598,Ante Rebić,Ante Rebić,Ante Rebić,hr CRO,FW,Eint Frankfurt,23,1993,19.5,266,490,54.3,3986,1305,154,229,67.2,71,139,51.1,25,44,56.8,2,4.3,3.4,-2.3,26,28,32,6,59,37,29.2,7,21,9,7,24,17,27,2,25,6,43,13,0,Matches,490,479,6,1,2,2,36,4,0,0,0,0,266,5,46,8,0,0.0,56,36,11,36,6,29,1,0,0,62,33,59,35.9,Germany
"{'name': 'Greece', 'id': '300', 'alpha3code': 'GRC', 'alpha2code': 'GR'}",77,Anastasios,,Donis,2445,1996-08-29,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': '0', 'alpha3code': 'XEN', 'alpha2code': ''}",233910,right,A. Donis,12678,Anastasios Donis,Anastasios Donis,Anastasios Donis,gr GRE,"MF,FW",Stuttgart,20,1996,10.5,145,225,64.4,2527,438,63,77,81.8,59,88,67.0,16,38,42.1,2,2.2,1.4,-0.2,11,9,7,3,13,20,75.0,10,6,4,6,8,2,2,0,2,9,29,7,0,Matches,225,212,12,0,0,0,41,12,0,0,0,0,145,1,13,1,0,0.0,18,15,3,41,9,14,0,0,0,40,9,16,36.0,Germany
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",89,Josip,,Elez,2455,1994-04-25,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",135788,right,J. Elez,null,Josip Elez,Josip Elez,Josip Elez,hr CRO,DF,Hannover 96,23,1994,8.6,285,366,77.9,6154,2539,87,106,82.1,140,170,82.4,55,85,64.7,0,0.0,0.3,0.0,0,35,3,0,39,12,55.6,9,2,1,5,9,4,9,7,2,16,28,39,1,Matches,366,339,27,25,0,8,3,2,0,0,0,0,285,0,1,1,0,0.0,9,3,0,3,16,8,0,0,0,42,11,21,34.4,Germany
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",81,Marko,,Pjaca,3176,1995-05-06,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",135810,right,M. Pjaca,9598,Marko Pjaca,Marko Pjaca,Marko Pjaca,hr CRO,"FW,MF",Schalke 04,22,1995,2.9,41,60,68.3,550,141,30,38,78.9,9,15,60.0,1,2,50.0,0,0.0,0.1,0.0,0,3,3,0,7,5,66.7,2,3,0,4,6,2,3,0,3,1,6,2,0,Matches,60,57,2,2,0,0,0,0,0,0,0,0,41,1,1,0,0,0.0,5,5,0,0,1,3,0,0,0,6,4,13,23.5,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",67,Max ,,Meyer,2449,1995-09-18,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",134369,right,M. Meyer,null,Max  Meyer,Max Meyer,Max Meyer,de GER,MF,Schalke 04,21,1995,19.2,938,1060,88.5,16261,3023,415,459,90.4,438,481,91.1,70,91,76.9,0,0.4,0.8,-0.4,9,69,7,0,89,48,40.4,23,21,4,19,47,28,25,3,22,54,102,11,0,Matches,1060,1034,21,20,1,4,2,0,0,0,0,0,938,5,11,6,0,0.0,25,22,0,2,54,38,0,0,0,149,14,18,43.8,Germany
"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",66,Mijat,,Ga\u0107inovi\u0107,2462,1995-02-08,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",136011,right,M. Ga\u0107inovi\u0107,null,Mijat Gaćinović,Mijat Gaćinović,Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,22,1995,20.2,435,633,68.7,7129,2009,222,283,78.4,153,209,73.2,46,89,51.7,3,2.7,2.6,0.3,21,51,16,3,65,56,38.5,21,27,8,20,52,32,38,1,37,39,95,22,1,Matches,633,597,30,16,3,4,38,2,12,3,9,0,435,6,33,4,0,0.0,25,36,1,38,39,44,1,0,0,116,16,29,35.6,Germany
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",81,Rick,,van Drongelen,2450,1998-12-20,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",365441,left,R. van Drongelen,670,Rick van Drongelen,Rick van Drongelen,Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,16.0,508,701,72.5,10000,3911,165,192,85.9,279,358,77.9,56,121,46.3,0,0.0,0.2,0.0,0,40,3,1,53,30,75.0,23,7,0,21,28,7,20,11,9,19,49,58,1,Matches,701,641,57,25,0,5,5,32,0,0,0,0,508,3,18,4,0,0.0,11,6,0,5,19,25,0,0,1,73,30,37,44.8,Germany
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",80,Alfre\u00f0,,Finnbogason,2481,1989-02-01,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",37948,right,A. Finnbogason,7839,Alfreð Finnbogason,Alfreð Finnbogason,Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,20.2,321,453,70.9,4518,838,157,197,79.7,100,139,71.9,21,32,65.6,3,3.7,2.5,-0.7,33,27,14,0,41,18,53.3,7,5,6,8,15,7,15,1,14,14,32,7,0,Matches,453,396,54,1,1,0,4,6,2,0,0,0,321,3,20,2,0,0.0,34,16,12,4,14,13,1,0,0,59,17,63,21.3,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",72,Ihlas,,Bebou,2455,1994-04-23,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Togo', 'id': '764', 'alpha3code': 'TGO', 'alpha2code': 'TG'}",224801,right,I. Bebou,18374,Ihlas Bebou,Ihlas Bebou,Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,23,1994,23.8,446,639,69.8,6660,2226,240,303,79.2,133,192,69.3,36,61,59.0,2,5.5,4.5,-3.5,42,39,30,9,86,37,51.9,15,17,5,14,27,13,34,3,31,24,61,27,0,Matches,639,636,2,0,2,3,55,2,0,0,0,0,446,1,35,3,0,0.0,20,43,7,55,24,29,0,0,0,125,60,60,50.0,Germany
