passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",64,Stanislav,,Lobotka,692,1994-11-22,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",167641,right,S. Lobotka,14496,Stanislav Lobotka,Stanislav Lobotka,Stanislav Lobotka,sk SVK,MF,Celta Vigo,22,1994,34.0,1888,2087,90.5,33434,10037,854,926,92.2,772,838,92.1,217,244,88.9,0,0.6,1.1,-0.6,10,188,12,2,205,64,35.4,24,35,5,23,65,42,25,9,16,39,103,22,0,Matches,2087,2029,54,49,2,18,10,4,0,0,0,0,1888,4,14,2,0,0,42,47,0,10,39,45,0,1,0,289,26,33,44.1,Spain
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",77,Mateo,,Kova\u010di\u0107,1610,1994-05-06,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",69404,right,M. Kova\u010di\u0107,9598,Mateo Kovačić,Mateo Kovačić,Mateo Kovačić,hr CRO,MF,Real Madrid,23,1994,11.0,742,797,93.1,12983,3579,319,336,94.9,334,348,96.0,72,83,86.7,1,0.4,0.6,0.6,10,75,6,0,81,37,29.6,19,18,0,8,27,19,9,4,5,5,42,5,0,Matches,797,777,19,16,1,5,4,1,1,0,0,0,742,1,6,2,0,0,10,20,0,4,5,27,1,0,0,79,1,7,12.5,Spain
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",76,\u0160ime,,Vrsaljko,3161,1992-01-10,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",69409,right,\u0160. Vrsaljko,9598,Šime Vrsaljko,Šime Vrsaljko,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,25,1992,18.8,608,891,68.2,9404,3391,335,406,82.5,221,318,69.5,36,110,32.7,4,2.4,1.9,1.6,13,29,16,9,48,48,65.0,25,17,6,26,40,14,24,8,16,36,84,63,0,Matches,891,700,187,6,0,4,81,178,3,1,1,1,608,4,29,7,0,0,30,12,3,81,36,30,0,0,0,68,44,21,67.7,Spain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,Pedro,,L\u00f3pez Mu\u00f1oz,695,1983-11-01,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",3920,right,Pedro L\u00f3pez,null,Pedro López Muñoz,Pedro López Muñoz,Pedro López Muñoz,es ESP,DF,Levante,33,1983,17.7,612,830,73.7,9652,4361,323,365,88.5,234,316,74.1,45,113,39.8,0,0.3,0.6,-0.3,7,40,11,7,56,33,56.7,21,10,2,17,30,13,22,7,15,26,59,45,0,Matches,830,614,215,15,0,3,53,200,0,0,0,0,612,1,21,4,0,0,19,29,4,53,26,23,0,0,0,89,8,23,25.8,Spain
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",66,Nabil,,El Zhar,712,1986-08-27,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",3934,right,N. El Zhar,null,Nabil El Zhar,Nabil El Zhar,Nabil El Zhar,ma MAR,"FW,MF",Leganés,30,1986,22.0,469,644,72.8,7069,2171,280,337,83.1,130,181,71.8,40,73,54.8,2,2.3,2.8,-0.3,25,55,22,10,97,11,16.7,4,6,1,3,18,15,14,1,13,18,29,3,0,Matches,644,619,22,5,0,6,70,5,12,2,10,0,469,3,23,2,0,0,30,35,5,70,18,6,0,0,0,118,13,30,30.2,Spain
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",70,Mehdi,,Lacen,683,1984-03-15,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",4009,left,M. Lacen,null,Mehdi Lacen,Mehdi Lacen,Mehdi Lacen,dz ALG,MF,Getafe,33,1984,0.7,22,27,81.5,297,133,13,13,100.0,8,10,80.0,0,2,0.0,0,0.0,0.0,0.0,0,4,0,0,4,3,,2,1,0,0,0,0,1,0,1,0,3,1,0,Matches,27,25,1,0,0,0,1,1,0,0,0,0,22,1,0,1,0,0,2,0,0,1,0,1,0,0,0,5,0,0,,Spain
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",70,Mehdi,,Lacen,683,1984-03-15,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",4009,left,M. Lacen,null,Mehdi Lacen,Mehdi Lacen,Mehdi Lacen,dz ALG,MF,Málaga,33,1984,11.7,408,486,84.0,7737,1986,179,204,87.7,158,176,89.8,61,75,81.3,0,0.4,0.4,-0.4,5,31,3,2,54,35,36.8,18,17,0,14,38,24,13,1,12,15,50,11,0,Matches,486,473,12,12,0,14,7,0,0,0,0,0,408,1,12,2,0,0,18,11,0,7,15,19,0,0,0,78,17,13,56.7,Spain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,Denis,,Cheryshev,674,1990-12-26,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",4513,left,D. Cheryshev,14358,Denis Cheryshev,Denis Cheryshev,Denis Cheryshev,ru RUS,"MF,FW",Villarreal,26,1990,10.3,224,334,67.1,3582,1127,120,149,80.5,83,126,65.9,15,32,46.9,1,3.5,1.5,-2.5,17,21,15,6,38,27,26.1,12,10,5,6,23,17,18,1,17,13,40,10,0,Matches,334,324,5,1,1,2,27,2,1,0,0,0,224,5,10,2,0,0,21,14,5,27,13,16,1,0,0,50,12,16,42.9,Spain
"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",84,Jan,,Oblak,679,1993-01-07,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",70273,right,J. Oblak,12046,Jan Oblak,Jan Oblak,Jan Oblak,si SVN,GK,Atlético Madrid,24,1993,37.0,505,911,55.4,17911,14751,49,49,100.0,186,190,97.9,270,668,40.4,0,0.0,0.0,0.0,2,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,2,7,0,Matches,911,541,366,91,0,0,0,0,0,0,0,0,505,4,0,1,0,0,2,3,0,0,2,0,0,1,0,36,4,1,80.0,Spain
"{'name': 'Kenya', 'id': '404', 'alpha3code': 'KEN', 'alpha2code': 'KE'}",80,Michael,,Olunga,756,1994-03-26,188,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Kenya', 'id': '404', 'alpha3code': 'KEN', 'alpha2code': 'KE'}",266885,left,M. Olunga,18402,Michael Olunga,Michael Olunga,Michael Olunga,ke KEN,"FW,MF",Girona,23,1994,4.8,76,112,67.9,996,120,43,63,68.3,25,30,83.3,1,3,33.3,1,0.5,0.5,0.5,6,6,1,0,7,6,33.3,1,3,2,1,3,2,5,0,5,3,9,5,0,Matches,112,102,10,0,0,0,3,0,0,0,0,0,76,0,3,0,0,0,12,2,7,3,3,5,0,0,0,20,20,23,46.5,Spain
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",63,Maxime,,Lestienne,683,1992-06-17,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",37836,left,M. Lestienne,null,Maxime Lestienne,Maxime Lestienne,Maxime Lestienne,be BEL,MF,Málaga,25,1992,7.4,160,236,67.8,2449,660,82,104,78.8,49,70,70.0,18,37,48.6,1,1.6,1.2,-0.6,10,5,5,3,11,8,20.0,5,0,3,3,15,12,7,1,6,6,14,6,0,Matches,236,217,17,7,0,3,32,2,8,3,3,0,160,2,8,1,0,0,3,3,1,32,6,5,0,0,0,37,0,5,0.0,Spain
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",65,Alen,,Halilovi\u0107,714,1996-06-18,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",234527,left,A. Halilovi\u0107,null,Alen Halilović,Alen Halilović,Alen Halilović,hr CRO,"FW,MF",Las Palmas,21,1996,14.5,387,539,71.8,5933,1601,213,250,85.2,114,155,73.5,36,84,42.9,1,1.8,1.9,-0.8,20,26,17,4,47,11,23.5,5,6,0,4,17,13,10,1,9,5,16,4,0,Matches,539,463,74,31,0,12,76,16,26,12,6,0,387,2,11,1,1,0,9,25,1,76,5,7,1,0,0,61,3,14,17.6,Spain
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",65,Imoh,,Ezekiel,714,1993-10-24,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",38094,right,I. Ezekiel,null,Imoh Ezekiel,Imoh Ezekiel,Imoh Ezekiel,ng NGA,"MF,FW",Las Palmas,23,1993,5.2,94,123,76.4,1214,206,65,74,87.8,24,29,82.8,2,8,25.0,0,0.1,0.3,-0.1,3,7,5,0,11,8,75.0,3,2,3,3,4,1,4,0,4,2,10,3,0,Matches,123,119,4,1,0,0,11,2,0,0,0,0,94,0,8,0,0,0,6,7,2,11,2,6,0,0,0,21,3,14,17.6,Spain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,Florin,,Andone,677,1993-04-11,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Romania', 'id': '642', 'alpha3code': 'ROU', 'alpha2code': 'RO'}",6165,right,F. Andone,11944,Florin Andone,Florin Andone,Florin Andone,ro ROU,FW,La Coruña,24,1993,18.2,188,308,61.0,2226,245,130,176,73.9,43,75,57.3,1,10,10.0,3,0.9,1.1,2.1,9,4,4,1,11,9,23.5,4,4,1,4,17,13,9,2,7,3,12,12,0,Matches,308,271,35,0,0,0,17,2,0,0,0,0,188,2,20,6,0,0,59,19,17,17,3,7,0,0,0,50,32,70,31.4,Spain
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",70,Esteban,,Rol\u00f3n,683,1995-03-25,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",399673,right,E. Rol\u00f3n,null,Esteban Rolón,Esteban Rolón,Esteban Rolón,ar ARG,MF,Málaga,22,1995,4.6,105,138,76.1,1780,483,58,71,81.7,32,45,71.1,13,15,86.7,0,0.0,0.1,0.0,1,7,1,0,10,6,50.0,4,2,0,2,4,2,7,1,6,9,15,8,1,Matches,138,134,3,3,1,1,1,0,0,0,0,0,105,1,4,1,0,0,12,4,0,1,9,4,0,0,0,22,3,5,37.5,Spain
