passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",65,Patrick,,Burner,3775,1996-04-11,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",328488,right,P. Burner,null,Patrick Burner,Patrick Burner,Patrick Burner,mq MTQ,DF,Nice,21,1996,10.0,552,641,86.1,8389,2947,316,343,92.1,199,217,91.7,28,57,49.1,0,0.5,0.5,-0.5,11,43,7,3,44,18,35.0,13,5,0,7,20,13,6,0,6,13,31,23,0,Matches,641,534,105,18,0,1,15,87,0,0,0,0,552,2,14,2,0,0,10,14,0,15,13,12,0,1,0,53,9,9,50.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",64,Samuel,,Grandsir,3795,1996-08-14,168,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",295761,right,S. Grandsir,4425,Samuel Grandsir,Samuel Grandsir,Samuel Grandsir,fr FRA,"FW,MF",Troyes,20,1996,28.9,663,943,70.3,9643,2818,385,461,83.5,186,255,72.9,43,106,40.6,4,4.0,3.7,0.0,33,56,40,12,108,69,28.8,39,18,12,21,73,52,31,3,28,23,92,19,1,Matches,943,917,22,0,6,13,83,12,4,0,0,0,663,4,48,3,0,0,52,44,13,83,23,43,0,0,0,173,12,45,21.1,France
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",72,Mariusz,,St\u0119pi\u0144ski,3165,1995-05-12,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99511,right,M. St\u0119pi\u0144ski,null,Mariusz Stępiński,Mariusz Stępiński,Mariusz Stępiński,pl POL,FW,Nantes,22,1995,0.0,1,2,50.0,6,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,France
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",88,Igor,,Lewczuk,3772,1985-05-30,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",99633,right,I. Lewczuk,null,Igor Lewczuk,Igor Lewczuk,Igor Lewczuk,pl POL,DF,Bordeaux,32,1985,4.9,152,191,79.6,2490,1032,75,79,94.9,60,81,74.1,11,23,47.8,0,0.7,1.0,-0.7,6,6,5,3,11,9,50.0,5,3,1,3,6,3,2,2,0,7,16,11,0,Matches,191,163,28,5,0,1,11,23,0,0,0,0,152,0,1,3,0,0,17,2,0,11,7,7,0,1,0,14,3,6,33.3,France
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",72,Youri,,Tielemans,19830,1997-05-07,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",263802,right,Y. Tielemans,5629,Youri Tielemans,Youri Tielemans,Youri Tielemans,be BEL,MF,Monaco,20,1997,17.4,676,848,79.7,11712,3668,325,372,87.4,259,324,79.9,71,103,68.9,1,1.1,1.3,-0.1,17,81,5,0,109,47,30.9,14,28,5,17,55,38,24,5,19,34,81,20,1,Matches,848,817,27,16,8,9,24,6,4,3,1,0,676,4,18,1,0,0,34,26,0,24,34,24,0,0,0,119,24,21,53.3,France
"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",71,Kenny,,Tete,3766,1995-10-09,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1712,right,K. Tete,664,Kenny Tete,Kenny Tete,Kenny Tete,nl NED,DF,Lyon,21,1995,17.9,854,1073,79.6,13473,4486,468,518,90.3,284,365,77.8,71,117,60.7,4,2.7,2.1,1.3,14,45,20,13,74,37,57.7,24,10,3,15,26,11,20,7,13,29,66,52,0,Matches,1073,879,193,14,3,7,57,179,0,0,0,0,854,1,30,3,0,0,21,20,5,57,29,25,0,0,0,111,20,21,48.8,France
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",80,Oussama,,Tannane,3782,1994-03-23,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1751,left,O. Tannane,null,Oussama Tannane,Oussama Tannane,Oussama Tannane,ma MAR,FW,Saint-Étienne,23,1994,2.3,69,95,72.6,1090,273,35,45,77.8,24,30,80.0,6,12,50.0,1,0.6,0.7,0.4,3,8,1,0,11,12,40.0,4,5,3,2,5,3,2,0,2,3,15,2,0,Matches,95,83,11,4,0,1,7,2,5,2,2,1,69,1,2,1,0,0,6,6,3,7,3,6,0,0,0,14,0,0,,France
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",67,Presnel,,Kimpembe,3767,1995-08-13,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",231138,left,P. Kimpembe,4418,Presnel Kimpembe,Presnel Kimpembe,Presnel Kimpembe,fr FRA,DF,Paris S-G,21,1995,26.9,1783,1875,95.1,30578,9566,767,794,96.6,784,802,97.8,154,185,83.2,0,0.2,0.6,-0.2,4,60,4,1,108,39,64.3,20,18,1,9,14,5,17,10,7,24,63,80,1,Matches,1875,1784,91,80,0,22,6,11,0,0,0,0,1783,0,11,8,2,2,34,48,1,6,24,28,0,2,0,169,31,23,57.4,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",71,Yoel,,Armougom,3783,1998-06-05,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Reunion', 'id': '638', 'alpha3code': 'REU', 'alpha2code': 'RE'}",493412,left,Y. Armougom,null,Yoel Armougom,Yoël Armougom,Yoël Armougom,fr FRA,"DF,MF",Caen,19,1998,1.5,52,84,61.9,782,350,32,42,76.2,14,23,60.9,3,9,33.3,0,0.1,0.1,-0.1,1,5,3,1,6,2,100.0,0,1,1,1,1,0,1,1,0,1,3,2,1,Matches,84,56,28,1,0,1,9,26,1,0,1,0,52,0,8,0,0,0,2,2,0,9,1,1,0,0,0,5,3,3,50.0,France
"{'name': 'New Caledonia', 'id': '540', 'alpha3code': 'NCL', 'alpha2code': 'NC'}",74,George,,Gope-Fenepej,3789,1988-10-23,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'New Caledonia', 'id': '540', 'alpha3code': 'NCL', 'alpha2code': 'NC'}",132972,right,G. Gope-Fenepej,null,George Gope-Fenepej,Georges Gope-Fenepej,Georges Gope-Fenepej,nc NCL,FW,Amiens,28,1988,0.5,11,18,61.1,101,45,11,16,68.8,0,0,,0,1,0.0,0,0.0,0.0,0.0,1,0,2,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18,18,0,0,2,0,1,0,0,0,0,0,11,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Marcus,,Coco,3785,1996-06-24,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",330387,right,M. Coco,null,Marcus Coco,Marcus Coco,Marcus Coco,fr FRA,"FW,MF",Guingamp,21,1996,17.6,451,620,72.7,5798,1514,260,313,83.1,105,158,66.5,28,56,50.0,2,2.2,1.6,-0.2,18,30,17,8,54,40,20.0,17,13,10,7,35,28,22,3,19,15,55,9,0,Matches,620,606,10,3,1,2,50,7,0,0,0,0,451,4,17,5,0,0,44,28,4,50,15,28,1,0,0,108,33,42,44.0,France
"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",70,Tom\u00e1\u0161,,Hubo\u010dan,4488,1985-09-17,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",101555,right,T. Hubo\u010dan,14496,Tomáš Hubočan,Tomáš Hubočan,Tomáš Hubočan,sk SVK,DF,Marseille,31,1985,1.0,26,34,76.5,363,87,17,20,85.0,9,13,69.2,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,1,0,0,0,4,4,0,0,0,0,1,1,0,Matches,34,28,6,0,0,0,1,6,0,0,0,0,26,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,1,80.0,France
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",90,Adil,,Rami,3771,1985-12-27,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",3276,right,A. Rami,4418,Adil Rami,Adil Rami,Adil Rami,fr FRA,DF,Marseille,31,1985,32.8,1618,1875,86.3,30451,10942,652,697,93.5,685,749,91.5,226,344,65.7,2,2.0,1.2,0.0,9,65,2,0,78,39,53.7,22,15,2,22,41,19,25,19,6,45,84,163,3,Matches,1875,1799,72,69,2,32,2,2,0,0,0,0,1618,4,14,5,0,0,34,23,1,2,45,29,0,0,1,196,92,46,66.7,France
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",67,Lassana,,Diarra,3767,1985-03-10,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",3315,right,L. Diarra,null,Lassana Diarra,Lassana Diarra,Lassana Diarra,fr FRA,MF,Paris S-G,32,1985,6.7,471,513,91.8,8681,2341,192,201,95.5,186,200,93.0,71,77,92.2,1,0.2,0.3,0.8,4,45,2,0,39,12,66.7,4,7,1,8,12,4,3,1,2,6,18,6,0,Matches,513,506,5,5,1,6,0,0,0,0,0,0,471,2,4,4,0,0,22,4,0,0,6,4,0,0,0,38,10,12,45.5,France
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",74,Layvin,,Kurzawa,3767,1992-09-04,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",134540,left,L. Kurzawa,null,Layvin Kurzawa,Layvin Kurzawa,Layvin Kurzawa,fr FRA,DF,Paris S-G,24,1992,18.9,954,1128,84.6,10993,3229,614,680,90.3,202,255,79.2,18,37,48.6,1,1.6,1.6,-0.6,12,32,8,2,53,44,38.5,20,15,9,15,39,24,16,3,13,35,79,41,2,Matches,1128,948,172,17,2,1,39,155,0,0,0,0,954,8,18,1,0,0,31,11,0,39,35,32,0,0,0,101,33,26,55.9,France
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",87,Lacina,,Traor\u00e9,,1990-08-20,203,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",101795,right,L. Traor\u00e9,null,Lacina Traoré,Lacina Traoré,Lacina Traoré,ci CIV,FW,Amiens,27,1990,8.7,114,214,53.3,1628,383,67,115,58.3,26,52,50.0,12,20,60.0,2,0.7,0.5,1.3,11,18,3,0,16,9,42.9,2,3,4,3,7,4,6,3,3,2,11,21,0,Matches,214,207,6,0,0,0,1,0,0,0,0,0,114,1,7,1,0,0,25,15,9,1,2,9,1,0,0,17,70,48,59.3,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",86,J\u00e9r\u00e9my,,Toulalan,,1983-09-10,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",3573,right,J. Toulalan,null,Jérémy Toulalan,Jérémy Toulalan,Jérémy Toulalan,fr FRA,DF,Bordeaux,33,1983,21.0,889,1051,84.6,17997,8242,324,342,94.7,428,473,90.5,125,212,59.0,0,0.1,0.2,-0.1,2,68,1,1,91,43,43.6,35,7,1,17,39,22,25,16,9,28,71,121,0,Matches,1051,1004,43,42,1,25,3,1,0,0,0,0,889,4,5,4,0,0,21,15,0,3,28,25,0,1,1,147,24,25,49.0,France
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",82,Boubakary,,Soumar\u00e9,3776,1999-02-27,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",397033,right,B. Soumar\u00e9,4423,Boubakary Soumaré,Boubakary Soumaré,Boubakary Soumaré,fr FRA,MF,Lille,18,1999,5.7,295,347,85.0,4910,1415,143,158,90.5,117,132,88.6,29,38,76.3,0,0.1,0.2,-0.1,3,29,2,0,34,13,21.4,8,5,0,3,14,11,8,1,7,7,20,6,1,Matches,347,344,2,2,1,0,1,0,0,0,0,0,295,1,7,1,0,0,9,6,0,1,7,9,0,0,0,29,9,2,81.8,France
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",70,Houssem,,Aouar,3766,1998-06-30,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",397046,right,H. Aouar,4425,Houssem Aouar,Houssem Aouar,Houssem Aouar,dz ALG,"MF,FW",Lyon,19,1998,27.0,1331,1571,84.7,20059,5306,718,800,89.8,467,527,88.6,81,124,65.3,5,4.5,2.6,0.5,37,137,19,1,195,66,30.3,22,39,5,20,66,46,30,0,30,39,105,34,0,Matches,1571,1532,35,25,7,7,14,2,8,5,2,0,1331,4,28,1,0,0,20,46,6,14,39,42,0,0,0,198,22,30,42.3,France
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",92,L\u00e9o,,Lacroix,6407,1992-02-27,197,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",134951,right,L. Lacroix,null,Léo Lacroix,Léo Lacroix,Léo Lacroix,ch SUI,DF,Saint-Étienne,25,1992,8.6,303,355,85.4,6518,2482,88,100,88.0,163,178,91.6,51,70,72.9,0,0.1,0.0,-0.1,2,13,0,0,21,13,55.6,8,5,0,5,9,4,6,3,3,11,24,54,1,Matches,355,344,10,10,0,5,0,0,0,0,0,0,303,1,3,3,1,0,10,3,4,0,11,8,0,0,0,36,20,13,60.6,France
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",81,Mateo,,Pavlovi\u0107,3799,1990-06-09,194,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",69525,right,M. Pavlovi\u0107,null,Mateo Pavlović,Mateo Pavlović,Mateo Pavlović,ba BIH,DF,Angers,27,1990,21.8,745,891,83.6,14186,5736,267,297,89.9,389,424,91.7,80,148,54.1,0,0.1,0.2,-0.1,3,25,2,0,59,13,35.0,10,3,0,7,20,13,14,11,3,21,34,120,0,Matches,891,852,36,34,0,4,0,1,0,0,0,0,745,3,5,8,0,0,30,10,0,0,21,7,0,1,0,117,68,30,69.4,France
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",71,Samuel,,Moutoussamy,3770,1996-08-12,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",299154,left,S. Moutoussamy,null,Samuel Moutoussamy,Samuel Moutoussamy,Samuel Moutoussamy,cd COD,MF,Nantes,20,1996,4.8,123,153,80.4,2069,704,56,65,86.2,49,57,86.0,12,19,63.2,0,0.2,0.6,-0.2,5,11,6,2,26,15,62.5,6,7,2,5,8,3,7,1,6,3,18,4,0,Matches,153,140,13,0,0,2,3,13,0,0,0,0,123,0,0,0,0,0,5,2,0,3,3,7,0,0,0,20,6,3,66.7,France
"{'name': 'Chad', 'id': '148', 'alpha3code': 'TCD', 'alpha2code': 'TD'}",77,Kevin,,N'Doram,19830,1996-01-22,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",331923,right,K. N'Doram,null,Kevin N'Doram,Kévin N'Doram,Kévin N'Doram,fr FRA,"MF,DF",Monaco,21,1996,8.0,381,435,87.6,7442,2225,148,167,88.6,174,190,91.6,55,68,80.9,0,0.1,0.1,-0.1,2,28,0,0,42,16,25.0,6,9,1,6,24,18,6,2,4,16,32,29,0,Matches,435,417,18,18,2,10,0,0,0,0,0,0,381,0,3,3,0,0,11,12,0,0,16,10,0,0,0,48,18,11,62.1,France
